3.447500650008877288e-01,9.459049611691953130e-01
3.788844907586289001e-01,9.524655105142457723e-01
3.764767340322415778e-01,9.463717707695872283e-01
3.667135639420547322e-01,9.509286739756452889e-01
3.755510037631848985e-01,9.250858581514730394e-01
3.842975207851129227e-01,9.828872819500507063e-01
3.782341480742482664e-01,9.862090482376431044e-01
3.595116687835284153e-01,9.344482748563984753e-01
3.690077091134946752e-01,9.243432571362588668e-01
3.941154688014870122e-01,9.370313711615452235e-01
3.647867811906483348e-01,9.541742675974689281e-01
3.795391493645112746e-01,9.639649705673204449e-01
3.645963333275809015e-01,9.809898829166614487e-01
4.029082263640026418e-01,9.179830078915165448e-01
3.890867245176878320e-01,9.500558614183858275e-01
3.776263920311618838e-01,9.520698978593342687e-01
3.918608258552332968e-01,9.410980274151325986e-01
3.869916242047893862e-01,9.528508161583234548e-01
3.427188774657000669e-01,9.796620839721870144e-01
3.684410087503414144e-01,9.372916402422096782e-01
3.759879310092226201e-01,9.840284378485926187e-01
3.677810551734292388e-01,9.503778818263491912e-01
3.590782980597944096e-01,9.462615230171711467e-01
3.854192979180334211e-01,9.122774993589259918e-01
3.821638992442562555e-01,9.604436506697974218e-01
4.116263544367644855e-01,9.895640882089039581e-01
4.009050863753795269e-01,9.477535683574149772e-01
3.760131698261333089e-01,9.065721359935048351e-01
3.735093011225190662e-01,9.670562800048265739e-01
3.719410724913205235e-01,9.487938592160282125e-01
3.487840174302743179e-01,9.499094244541653742e-01
3.609958224299015250e-01,9.069194255263318682e-01
3.768098130987230787e-01,9.174051925411539354e-01
3.782550061787790519e-01,9.680188533055290590e-01
3.867679006667052444e-01,9.130986814261583540e-01
3.746505079039291752e-01,9.282343482824693126e-01
3.698918351217594380e-01,9.504707280395402469e-01
4.090049356010205250e-01,9.184279059502643561e-01
3.879196520763114053e-01,9.170587758197600303e-01
3.437002495227861054e-01,9.885844992960567401e-01
3.897831738127380818e-01,9.611701857824137551e-01
3.674650144541756758e-01,9.571886522510121287e-01
3.508580719091725642e-01,9.445509643193666927e-01
3.308537727000198103e-01,9.429742550280003632e-01
3.731714076285261306e-01,9.510688988916810027e-01
3.392856277152015987e-01,9.823741109894068568e-01
3.360210472431462425e-01,9.498293045403253254e-01
3.510657313797446166e-01,9.883296118208269032e-01
3.755300544375873573e-01,9.666266466315519557e-01
3.735113809503552429e-01,9.502085101515920229e-01
3.588451047503679603e-01,9.301669320939399688e-01
3.747419181022306200e-01,9.452270748585296367e-01
3.752556576014751677e-01,9.738642354467574869e-01
3.846677554774279861e-01,9.901335050244931546e-01
3.822088556647687541e-01,9.611010723309921788e-01
3.911407291162722899e-01,9.504195552034863104e-01
3.964308075136573906e-01,9.113004944474105695e-01
3.901343745336188773e-01,9.688327618490811810e-01
3.312687391779194357e-01,9.585361494341134714e-01
4.066091795151930977e-01,9.239296266066223673e-01
3.867881060232458146e-01,9.831420459623922969e-01
3.643179027290391336e-01,9.031090250611538695e-01
4.007556195698984691e-01,9.328165095736036250e-01
3.741933045513416434e-01,9.716921774638335174e-01
3.781790261961387456e-01,9.329372965399255202e-01
3.714049476576099518e-01,9.511938630908228776e-01
3.536121841533825805e-01,9.512965218283851998e-01
3.669937334206417323e-01,9.097417283428166357e-01
3.924365818579362286e-01,9.643876247923902634e-01
3.740012320525616385e-01,9.547925313834333405e-01
3.667268345052883682e-01,9.542109003114717103e-01
3.884013391437053375e-01,9.374578671185557210e-01
3.440662199431532842e-01,9.596318119812118352e-01
3.740793305853293838e-01,9.373983836068979780e-01
3.775163957295650796e-01,9.309817278606976609e-01
3.673112779640576586e-01,9.788426056528605201e-01
3.769991921756474795e-01,9.479617258769198473e-01
3.769915099590959162e-01,9.500339866067810668e-01
3.729189107072147236e-01,9.292468238530240399e-01
3.621474020465061949e-01,9.355074127735764078e-01
3.436605060930479905e-01,9.442366606395797834e-01
3.768455618206840718e-01,9.815990221953623251e-01
3.807692438726268391e-01,9.237884831254973284e-01
